Query_number,Doc_number
1085613,"('output_5904.txt', 0.546760082244873)"
1085613,"('output_185969.txt', 0.5361767411231995)"
1085613,"('output_112648.txt', 0.5342079997062683)"
1085613,"('output_190543.txt', 0.5312454700469971)"
1085613,"('output_443950.txt', 0.5270683765411377)"
1085613,"('output_173444.txt', 0.5270036458969116)"
1085613,"('output_2569.txt', 0.520682692527771)"
1085613,"('output_19460.txt', 0.5206741094589233)"
1085586,"('output_154218.txt', 0.7511532306671143)"
1085586,"('output_83454.txt', 0.6834795475006104)"
1085586,"('output_31838.txt', 0.5047308802604675)"
1085586,"('output_65003.txt', 0.481673002243042)"
1085586,"('output_152454.txt', 0.4701109528541565)"
1085586,"('output_195534.txt', 0.46915239095687866)"
1085586,"('output_123686.txt', 0.4688210189342499)"
1085586,"('output_130322.txt', 0.4610496163368225)"
1085586,"('output_230021.txt', 0.460927814245224)"
1085586,"('output_403354.txt', 0.45878779888153076)"
1085584,"('output_194421.txt', 0.6210002303123474)"
1085584,"('output_216900.txt', 0.5629139542579651)"
1085584,"('output_468763.txt', 0.5374897718429565)"
1085584,"('output_266038.txt', 0.5316063165664673)"
1085584,"('output_23609.txt', 0.5124776363372803)"
1085584,"('output_90133.txt', 0.487883985042572)"
1085584,"('output_293256.txt', 0.4868276119232178)"
1085584,"('output_301922.txt', 0.48111194372177124)"
1085584,"('output_176316.txt', 0.4764942228794098)"
1085584,"('output_291829.txt', 0.47622913122177124)"
1085572,"('output_167961.txt', 0.5784434080123901)"
1085572,"('output_359106.txt', 0.5641937851905823)"
1085572,"('output_428667.txt', 0.516048789024353)"
1085572,"('output_17213.txt', 0.49305760860443115)"
1085572,"('output_165392.txt', 0.4913983941078186)"
1085572,"('output_240234.txt', 0.4913467764854431)"
1085572,"('output_28504.txt', 0.48394447565078735)"
1085572,"('output_420773.txt', 0.47589999437332153)"
1085572,"('output_69534.txt', 0.47406554222106934)"
1085572,"('output_3293.txt', 0.47301745414733887)"
1085550,"('output_358675.txt', 0.4785376787185669)"
1085550,"('output_14635.txt', 0.4716476798057556)"
1085550,"('output_290450.txt', 0.4715659022331238)"
1085550,"('output_473820.txt', 0.45470136404037476)"
1085550,"('output_14140.txt', 0.452501118183136)"
1085550,"('output_153265.txt', 0.4483824074268341)"
1085550,"('output_35522.txt', 0.43277668952941895)"
1085550,"('output_411747.txt', 0.4262550473213196)"
1085550,"('output_358189.txt', 0.4257751703262329)"
1085550,"('output_497525.txt', 0.41154447197914124)"
1085533,"('output_470913.txt', 0.4626621901988983)"
1085533,"('output_146826.txt', 0.4573092758655548)"
1085533,"('output_242345.txt', 0.4384113550186157)"
1085533,"('output_159284.txt', 0.43000131845474243)"
1085533,"('output_337526.txt', 0.4273222088813782)"
1085533,"('output_281466.txt', 0.4260341227054596)"
1085533,"('output_11038.txt', 0.4259728789329529)"
1085533,"('output_68037.txt', 0.4243307113647461)"
1085533,"('output_224384.txt', 0.42223647236824036)"
1085533,"('output_276192.txt', 0.42143142223358154)"
1085532,"('output_248734.txt', 0.5959135890007019)"
1085532,"('output_204662.txt', 0.5706650018692017)"
1085532,"('output_447901.txt', 0.5654505491256714)"
1085532,"('output_99198.txt', 0.54062819480896)"
1085532,"('output_354928.txt', 0.5401259660720825)"
1085532,"('output_370297.txt', 0.5343323349952698)"
1085532,"('output_80133.txt', 0.5257419943809509)"
1085532,"('output_171962.txt', 0.5255100727081299)"
1085532,"('output_51492.txt', 0.5204485654830933)"
1085532,"('output_37023.txt', 0.5181534886360168)"
1085521,"('output_140621.txt', 0.7262176871299744)"
1085521,"('output_278871.txt', 0.6782437562942505)"
1085521,"('output_49563.txt', 0.5780975818634033)"
1085521,"('output_198095.txt', 0.5607986450195312)"
1085521,"('output_37199.txt', 0.5440343618392944)"
1085521,"('output_281565.txt', 0.5429604053497314)"
1085521,"('output_140342.txt', 0.5404577255249023)"
1085521,"('output_448279.txt', 0.5338124632835388)"
1085521,"('output_242770.txt', 0.530331015586853)"
1085521,"('output_431121.txt', 0.5167167782783508)"
1085517,"('output_49820.txt', 0.5143634080886841)"
1085517,"('output_43308.txt', 0.49397575855255127)"
1085517,"('output_300532.txt', 0.4931788146495819)"
1085517,"('output_223459.txt', 0.4895307719707489)"
1085517,"('output_306609.txt', 0.4689260721206665)"
1085517,"('output_84189.txt', 0.4658530652523041)"
1085517,"('output_443458.txt', 0.46420052647590637)"
1085517,"('output_73105.txt', 0.46228742599487305)"
1085517,"('output_37587.txt', 0.46223223209381104)"
1085517,"('output_362519.txt', 0.4620211124420166)"
1100839,"('output_318419.txt', 0.5580597519874573)"
1100839,"('output_340896.txt', 0.5421502590179443)"
1100839,"('output_312509.txt', 0.5008233785629272)"
1100839,"('output_12369.txt', 0.4904686510562897)"
1100839,"('output_211293.txt', 0.48927041888237)"
1100839,"('output_263229.txt', 0.45017555356025696)"
1100839,"('output_36382.txt', 0.44525018334388733)"
1100839,"('output_321219.txt', 0.4446640610694885)"
1100839,"('output_374099.txt', 0.4312434792518616)"
1100839,"('output_114529.txt', 0.4310498833656311)"
1085510,"('output_200307.txt', 0.6016008257865906)"
1085510,"('output_181407.txt', 0.5546999573707581)"
1085510,"('output_73930.txt', 0.5270519256591797)"
1085510,"('output_127406.txt', 0.5258537530899048)"
1085510,"('output_300984.txt', 0.5180041790008545)"
1085510,"('output_332324.txt', 0.5112146139144897)"
1085510,"('output_413627.txt', 0.4946902394294739)"
1085510,"('output_217148.txt', 0.4852633774280548)"
1085510,"('output_423463.txt', 0.48475492000579834)"
1085510,"('output_437491.txt', 0.4835563898086548)"
1085457,"('output_104698.txt', 0.6005021929740906)"
1085457,"('output_111250.txt', 0.5756149291992188)"
1085457,"('output_119866.txt', 0.5472122430801392)"
1085457,"('output_350626.txt', 0.5070812702178955)"
1085457,"('output_241550.txt', 0.504881739616394)"
1085457,"('output_181639.txt', 0.5031304359436035)"
1085457,"('output_378493.txt', 0.4983494281768799)"
1085457,"('output_229224.txt', 0.49635303020477295)"
1085457,"('output_345684.txt', 0.4959554672241211)"
1085457,"('output_372227.txt', 0.4888531565666199)"
1085456,"('output_273516.txt', 0.8357607126235962)"
1085456,"('output_475994.txt', 0.7672511339187622)"
1085456,"('output_406103.txt', 0.522787868976593)"
1085456,"('output_396115.txt', 0.4523601830005646)"
1085456,"('output_198272.txt', 0.4392019510269165)"
1085456,"('output_442616.txt', 0.4311895966529846)"
1085456,"('output_400553.txt', 0.42825770378112793)"
1085456,"('output_299849.txt', 0.42742377519607544)"
1085456,"('output_125544.txt', 0.42734092473983765)"
1085456,"('output_474677.txt', 0.4270431399345398)"
1085454,"('output_118199.txt', 0.7633060812950134)"
1085454,"('output_364763.txt', 0.6882995963096619)"
1085454,"('output_245434.txt', 0.6062313914299011)"
1085454,"('output_5676.txt', 0.5917558073997498)"
1085454,"('output_347592.txt', 0.5897190570831299)"
1085454,"('output_88625.txt', 0.5698223114013672)"
1085454,"('output_396777.txt', 0.5521842837333679)"
1085454,"('output_406295.txt', 0.5439716577529907)"
1085454,"('output_393299.txt', 0.5412992238998413)"
1085454,"('output_25654.txt', 0.5333296060562134)"
1085441,"('output_233888.txt', 0.7706946134567261)"
1085441,"('output_369769.txt', 0.5597438812255859)"
1085441,"('output_83824.txt', 0.5487921833992004)"
1085441,"('output_148201.txt', 0.5365563631057739)"
1085441,"('output_132063.txt', 0.5362731218338013)"
1085441,"('output_483555.txt', 0.5342004299163818)"
1085441,"('output_406927.txt', 0.5313353538513184)"
1085441,"('output_132097.txt', 0.5284931063652039)"
1085441,"('output_264136.txt', 0.5227096080780029)"
1085441,"('output_73614.txt', 0.5201596617698669)"
1085422,"('output_156958.txt', 0.7755770683288574)"
1085422,"('output_165392.txt', 0.5245860815048218)"
1085422,"('output_337213.txt', 0.48419812321662903)"
1085422,"('output_380844.txt', 0.4775218963623047)"
1085422,"('output_311767.txt', 0.469590425491333)"
1085422,"('output_315819.txt', 0.46720266342163086)"
1085422,"('output_75139.txt', 0.46582311391830444)"
1085422,"('output_161965.txt', 0.4648245573043823)"
1085422,"('output_428667.txt', 0.4583536386489868)"
1085422,"('output_498158.txt', 0.4528164863586426)"
1085421,"('output_466041.txt', 0.6843384504318237)"
1085421,"('output_291663.txt', 0.6201001405715942)"
1085421,"('output_258447.txt', 0.6024944186210632)"
1085421,"('output_376669.txt', 0.4286090135574341)"
1085421,"('output_365781.txt', 0.41203707456588745)"
1085421,"('output_325801.txt', 0.4104853868484497)"
1085421,"('output_13028.txt', 0.40527695417404175)"
1085421,"('output_418507.txt', 0.4021812379360199)"
1085421,"('output_87310.txt', 0.39189770817756653)"
1085421,"('output_457176.txt', 0.3808653950691223)"
1085393,"('output_149119.txt', 0.5069582462310791)"
1085393,"('output_392235.txt', 0.4910617470741272)"
1085393,"('output_338530.txt', 0.48817771673202515)"
1085393,"('output_495376.txt', 0.46587464213371277)"
1085393,"('output_172436.txt', 0.4631617069244385)"
1085393,"('output_152053.txt', 0.4590413570404053)"
1085393,"('output_383569.txt', 0.452226459980011)"
1085393,"('output_445711.txt', 0.4451698064804077)"
1085393,"('output_112520.txt', 0.44043514132499695)"
1085393,"('output_68255.txt', 0.439199835062027)"
1085356,"('output_293064.txt', 0.7238130569458008)"
1085356,"('output_499233.txt', 0.680169939994812)"
1085356,"('output_114751.txt', 0.6740586757659912)"
1085356,"('output_197017.txt', 0.5989185571670532)"
1085356,"('output_82694.txt', 0.5715881586074829)"
1085356,"('output_111517.txt', 0.5580602884292603)"
1085356,"('output_457509.txt', 0.5083940029144287)"
1085356,"('output_470275.txt', 0.4724227488040924)"
1085356,"('output_270557.txt', 0.467334508895874)"
1085356,"('output_493814.txt', 0.4629104733467102)"
1085348,"('output_255896.txt', 0.6288289427757263)"
1085348,"('output_175272.txt', 0.6117984056472778)"
1085348,"('output_296282.txt', 0.5869335532188416)"
1085348,"('output_70784.txt', 0.5564420223236084)"
1085348,"('output_470470.txt', 0.5404737591743469)"
1085348,"('output_249114.txt', 0.5392178893089294)"
1085348,"('output_461450.txt', 0.5274530053138733)"
1085348,"('output_403494.txt', 0.5136841535568237)"
1085348,"('output_432390.txt', 0.5130280256271362)"
1085348,"('output_372036.txt', 0.5087829828262329)"
1085341,"('output_251904.txt', 0.697158694267273)"
1085341,"('output_99112.txt', 0.643157422542572)"
1085341,"('output_61503.txt', 0.6317565441131592)"
1085341,"('output_235932.txt', 0.5911663770675659)"
1085341,"('output_442140.txt', 0.5882891416549683)"
1085341,"('output_255718.txt', 0.5711063742637634)"
1085341,"('output_251139.txt', 0.56939697265625)"
1085341,"('output_26326.txt', 0.5684718489646912)"
1085341,"('output_194185.txt', 0.5652271509170532)"
1085341,"('output_4312.txt', 0.5648938417434692)"
1085339,"('output_248064.txt', 0.6097679138183594)"
1085339,"('output_219497.txt', 0.5740634202957153)"
1085339,"('output_485367.txt', 0.44967663288116455)"
1085339,"('output_172604.txt', 0.4479205012321472)"
1085339,"('output_303232.txt', 0.43863382935523987)"
1085339,"('output_113978.txt', 0.437150776386261)"
1085339,"('output_147478.txt', 0.4174387454986572)"
1085339,"('output_222362.txt', 0.4161906838417053)"
1085339,"('output_354412.txt', 0.4145217835903168)"
1085339,"('output_171797.txt', 0.41328778862953186)"
1085327,"('output_368372.txt', 0.6159480214118958)"
1085327,"('output_313341.txt', 0.5430998802185059)"
1085327,"('output_454565.txt', 0.5281943082809448)"
1085327,"('output_414750.txt', 0.5200486183166504)"
1085327,"('output_318547.txt', 0.5198983550071716)"
1085327,"('output_233141.txt', 0.505649209022522)"
1085327,"('output_88908.txt', 0.48968446254730225)"
1085327,"('output_161898.txt', 0.48597025871276855)"
1085327,"('output_256071.txt', 0.4770091772079468)"
1085327,"('output_480359.txt', 0.4750699996948242)"
1085319,"('output_44390.txt', 0.5445394515991211)"
1085319,"('output_151131.txt', 0.530781626701355)"
1085319,"('output_163417.txt', 0.5246343016624451)"
1085319,"('output_375164.txt', 0.5202940702438354)"
1085319,"('output_101129.txt', 0.5140093564987183)"
1085319,"('output_385716.txt', 0.5072934627532959)"
1085319,"('output_101254.txt', 0.5031721591949463)"
1085319,"('output_267708.txt', 0.5027480721473694)"
1085319,"('output_363050.txt', 0.4999963045120239)"
1085319,"('output_194504.txt', 0.4970603883266449)"
1085288,"('output_473852.txt', 0.6650950908660889)"
1085288,"('output_89579.txt', 0.6496707797050476)"
1085288,"('output_256196.txt', 0.6362464427947998)"
1085288,"('output_384975.txt', 0.6215033531188965)"
1085288,"('output_282019.txt', 0.6185925006866455)"
1085288,"('output_436978.txt', 0.6160364747047424)"
1085288,"('output_175328.txt', 0.6141661405563354)"
1085288,"('output_143479.txt', 0.61232590675354)"
1085288,"('output_285389.txt', 0.6082978844642639)"
1085288,"('output_140489.txt', 0.5977873206138611)"
1085279,"('output_476120.txt', 0.5886401534080505)"
1085279,"('output_251139.txt', 0.5718725919723511)"
1085279,"('output_235932.txt', 0.56540846824646)"
1085279,"('output_463912.txt', 0.547060489654541)"
1085279,"('output_357557.txt', 0.542082667350769)"
1085279,"('output_14250.txt', 0.5348581075668335)"
1085279,"('output_467070.txt', 0.5269037485122681)"
1085279,"('output_21638.txt', 0.5216339826583862)"
1085279,"('output_255718.txt', 0.5143356323242188)"
1085279,"('output_174469.txt', 0.5136409997940063)"
1085245,"('output_32863.txt', 0.595833420753479)"
1085245,"('output_209291.txt', 0.5421543121337891)"
1085245,"('output_369769.txt', 0.5409399271011353)"
1085245,"('output_427391.txt', 0.5342259407043457)"
1085245,"('output_239461.txt', 0.5333574414253235)"
1085245,"('output_450893.txt', 0.5282723903656006)"
1085245,"('output_483555.txt', 0.5240378379821777)"
1085245,"('output_238448.txt', 0.5235127806663513)"
1085245,"('output_317177.txt', 0.5224637389183044)"
1085245,"('output_228879.txt', 0.5180861353874207)"
1085229,"('output_436361.txt', 0.6286574006080627)"
1085229,"('output_253704.txt', 0.5862866044044495)"
1085229,"('output_389061.txt', 0.5195059180259705)"
1085229,"('output_255531.txt', 0.5092307329177856)"
1085229,"('output_344084.txt', 0.5087663531303406)"
1085229,"('output_394170.txt', 0.5073708295822144)"
1085229,"('output_172191.txt', 0.4933968782424927)"
1085229,"('output_64633.txt', 0.48321929574012756)"
1085229,"('output_113859.txt', 0.480938196182251)"
1085229,"('output_468075.txt', 0.4656424820423126)"
1100816,"('output_483266.txt', 0.39597201347351074)"
1100816,"('output_130733.txt', 0.3802444040775299)"
1100816,"('output_114544.txt', 0.37882769107818604)"
1100816,"('output_480684.txt', 0.35464757680892944)"
1100816,"('output_342684.txt', 0.3442714512348175)"
1100816,"('output_408612.txt', 0.34369319677352905)"
1100816,"('output_80787.txt', 0.3335304856300354)"
1100816,"('output_110996.txt', 0.328382670879364)"
1100816,"('output_463892.txt', 0.3271307945251465)"
1100816,"('output_283881.txt', 0.3264155387878418)"
1085197,"('output_479897.txt', 0.431291401386261)"
1085197,"('output_150751.txt', 0.398884117603302)"
1085197,"('output_346547.txt', 0.39113152027130127)"
1085197,"('output_189536.txt', 0.38722991943359375)"
1085197,"('output_179311.txt', 0.3741070032119751)"
1085197,"('output_460117.txt', 0.3683244585990906)"
1085197,"('output_366960.txt', 0.35292622447013855)"
1085197,"('output_82195.txt', 0.3436183035373688)"
1085197,"('output_397773.txt', 0.33742979168891907)"
1085197,"('output_107949.txt', 0.3355236351490021)"
1085141,"('output_223552.txt', 0.764731764793396)"
1085141,"('output_142812.txt', 0.7292015552520752)"
1085141,"('output_208160.txt', 0.7209140658378601)"
1085141,"('output_458222.txt', 0.7198193073272705)"
1085141,"('output_116145.txt', 0.7127684950828552)"
1085141,"('output_19704.txt', 0.7078800201416016)"
1085141,"('output_219105.txt', 0.703208327293396)"
1085141,"('output_221414.txt', 0.6875054836273193)"
1085141,"('output_343447.txt', 0.6863664388656616)"
1085141,"('output_361954.txt', 0.6836905479431152)"
1085048,"('output_229748.txt', 0.5369000434875488)"
1085048,"('output_401742.txt', 0.5089412331581116)"
1085048,"('output_382819.txt', 0.4929482638835907)"
1085048,"('output_36674.txt', 0.47451335191726685)"
1085048,"('output_215953.txt', 0.4679435193538666)"
1085048,"('output_275356.txt', 0.46713176369667053)"
1085048,"('output_389617.txt', 0.46545714139938354)"
1085048,"('output_454167.txt', 0.4643658697605133)"
1085048,"('output_370275.txt', 0.4628700613975525)"
1085048,"('output_395056.txt', 0.4618467688560486)"
1085035,"('output_196706.txt', 0.6206011772155762)"
1085035,"('output_193721.txt', 0.5262079834938049)"
1085035,"('output_488204.txt', 0.5089268684387207)"
1085035,"('output_178950.txt', 0.4950408339500427)"
1085035,"('output_402301.txt', 0.465709388256073)"
1085035,"('output_43191.txt', 0.4600762128829956)"
1085035,"('output_143599.txt', 0.44451919198036194)"
1085035,"('output_388492.txt', 0.4270322620868683)"
1085035,"('output_416923.txt', 0.41799628734588623)"
1085035,"('output_173566.txt', 0.41467195749282837)"
1085013,"('output_244274.txt', 0.5914236903190613)"
1085013,"('output_299145.txt', 0.5871769785881042)"
1085013,"('output_74288.txt', 0.5057357549667358)"
1085013,"('output_174844.txt', 0.4570455849170685)"
1085013,"('output_437682.txt', 0.4299823045730591)"
1085013,"('output_104245.txt', 0.4186531603336334)"
1085013,"('output_9951.txt', 0.4089401364326477)"
1085013,"('output_29408.txt', 0.4039393961429596)"
1085013,"('output_363455.txt', 0.4032638669013977)"
1085013,"('output_329959.txt', 0.40216943621635437)"
1085008,"('output_145074.txt', 0.48069271445274353)"
1085008,"('output_466805.txt', 0.4657159149646759)"
1085008,"('output_363770.txt', 0.4594123661518097)"
1085008,"('output_196965.txt', 0.45861387252807617)"
1085008,"('output_261134.txt', 0.4205155372619629)"
1085008,"('output_211294.txt', 0.41976839303970337)"
1085008,"('output_139111.txt', 0.41841498017311096)"
1085008,"('output_195688.txt', 0.41614365577697754)"
1085008,"('output_226164.txt', 0.4155113697052002)"
1085008,"('output_219866.txt', 0.407685250043869)"
1084986,"('output_435949.txt', 0.6623283624649048)"
1084986,"('output_320452.txt', 0.5175879597663879)"
1084986,"('output_424080.txt', 0.5053761005401611)"
1084986,"('output_201819.txt', 0.4928910434246063)"
1084986,"('output_267903.txt', 0.4928910434246063)"
1084986,"('output_282217.txt', 0.4776960611343384)"
1084986,"('output_239934.txt', 0.46288028359413147)"
1084986,"('output_101161.txt', 0.4605836272239685)"
1084986,"('output_202519.txt', 0.4469849467277527)"
1084986,"('output_361452.txt', 0.4421802759170532)"
1084982,"('output_244154.txt', 0.6253707408905029)"
1084982,"('output_8318.txt', 0.5262700319290161)"
1084982,"('output_356706.txt', 0.48388540744781494)"
1084982,"('output_333850.txt', 0.4764867424964905)"
1084982,"('output_236352.txt', 0.46684756875038147)"
1084982,"('output_347163.txt', 0.4608195424079895)"
1084982,"('output_434522.txt', 0.45968374609947205)"
1084982,"('output_441405.txt', 0.4490889608860016)"
1084982,"('output_313158.txt', 0.4471209943294525)"
1084982,"('output_114068.txt', 0.4448704421520233)"
1084971,"('output_92425.txt', 0.7413203120231628)"
1084971,"('output_65722.txt', 0.6594498157501221)"
1084971,"('output_165384.txt', 0.5899739265441895)"
1084971,"('output_333546.txt', 0.588787853717804)"
1084971,"('output_12487.txt', 0.5807567834854126)"
1084971,"('output_28872.txt', 0.5727230310440063)"
1084971,"('output_21959.txt', 0.5679605007171631)"
1084971,"('output_446061.txt', 0.562913715839386)"
1084971,"('output_134345.txt', 0.5608582496643066)"
1084971,"('output_445899.txt', 0.5592986345291138)"
1084910,"('output_439568.txt', 0.6657050251960754)"
1084910,"('output_423057.txt', 0.6211097836494446)"
1084910,"('output_218571.txt', 0.591223955154419)"
1084910,"('output_415033.txt', 0.5893329381942749)"
1084910,"('output_250502.txt', 0.5866187810897827)"
1084910,"('output_54990.txt', 0.5639318227767944)"
1084910,"('output_361170.txt', 0.5202254056930542)"
1084910,"('output_229314.txt', 0.5165916085243225)"
1084910,"('output_37520.txt', 0.5161864757537842)"
1084910,"('output_461274.txt', 0.510336697101593)"
1084906,"('output_411298.txt', 0.7737823128700256)"
1084906,"('output_211965.txt', 0.7657703161239624)"
1084906,"('output_250483.txt', 0.7654504776000977)"
1084906,"('output_463242.txt', 0.6933450102806091)"
1084906,"('output_436909.txt', 0.6910377740859985)"
1084906,"('output_481276.txt', 0.661858081817627)"
1084906,"('output_494450.txt', 0.6498002409934998)"
1084906,"('output_218583.txt', 0.6316635012626648)"
1084906,"('output_310001.txt', 0.618956983089447)"
1084906,"('output_34068.txt', 0.6184101104736328)"
1084898,"('output_413800.txt', 0.7575425505638123)"
1084898,"('output_324472.txt', 0.7268908023834229)"
1084898,"('output_43297.txt', 0.6981653571128845)"
1084898,"('output_409998.txt', 0.6977733373641968)"
1084898,"('output_221340.txt', 0.6701118350028992)"
1084898,"('output_247736.txt', 0.6597175598144531)"
1084898,"('output_126932.txt', 0.6568751335144043)"
1084898,"('output_409573.txt', 0.6554982662200928)"
1084898,"('output_32957.txt', 0.6455063223838806)"
1084898,"('output_169470.txt', 0.637624979019165)"
1084889,"('output_237679.txt', 0.7130706906318665)"
1084889,"('output_234530.txt', 0.6960247159004211)"
1084889,"('output_88192.txt', 0.6954381465911865)"
1084889,"('output_10519.txt', 0.6806763410568237)"
1084889,"('output_324135.txt', 0.6799812316894531)"
1084889,"('output_152360.txt', 0.6768710613250732)"
1084889,"('output_141721.txt', 0.6584017872810364)"
1084889,"('output_70852.txt', 0.6507388949394226)"
1084889,"('output_435670.txt', 0.6488028764724731)"
1084889,"('output_396027.txt', 0.6468034982681274)"
1084887,"('output_153547.txt', 0.750774621963501)"
1084887,"('output_6085.txt', 0.7494927644729614)"
1084887,"('output_111371.txt', 0.7411545515060425)"
1084887,"('output_267656.txt', 0.7359259128570557)"
1084887,"('output_456656.txt', 0.7357578277587891)"
1084887,"('output_68111.txt', 0.7315101027488708)"
1084887,"('output_232125.txt', 0.7105456590652466)"
1084887,"('output_80781.txt', 0.7090266942977905)"
1084887,"('output_259418.txt', 0.7036274075508118)"
1084887,"('output_422014.txt', 0.703190803527832)"
1100783,"('output_154846.txt', 0.5319356918334961)"
1100783,"('output_277386.txt', 0.5176417827606201)"
1100783,"('output_254779.txt', 0.499335914850235)"
1100783,"('output_364336.txt', 0.4896308481693268)"
1100783,"('output_284083.txt', 0.4632952809333801)"
1100783,"('output_179600.txt', 0.4439626932144165)"
1100783,"('output_143049.txt', 0.42635059356689453)"
1100783,"('output_214659.txt', 0.42597299814224243)"
1100783,"('output_71502.txt', 0.42450734972953796)"
1100783,"('output_92732.txt', 0.4238082766532898)"
1084848,"('output_83214.txt', 0.6856834888458252)"
1084848,"('output_129993.txt', 0.6800917387008667)"
1084848,"('output_423236.txt', 0.6586568355560303)"
1084848,"('output_455604.txt', 0.6415945291519165)"
1084848,"('output_390172.txt', 0.5784013271331787)"
1084848,"('output_391700.txt', 0.577669620513916)"
1084848,"('output_25294.txt', 0.5698974132537842)"
1084848,"('output_367296.txt', 0.5599831342697144)"
1084848,"('output_3983.txt', 0.554040789604187)"
1084848,"('output_250058.txt', 0.5353369116783142)"
1084838,"('output_374910.txt', 0.8126993179321289)"
1084838,"('output_311550.txt', 0.8005785942077637)"
1084838,"('output_402365.txt', 0.7740896344184875)"
1084838,"('output_89104.txt', 0.7711286544799805)"
1084838,"('output_423812.txt', 0.7596068382263184)"
1084838,"('output_465632.txt', 0.7368249297142029)"
1084838,"('output_266586.txt', 0.7071332931518555)"
1084838,"('output_357289.txt', 0.6618271470069885)"
1084838,"('output_450804.txt', 0.6474181413650513)"
1084838,"('output_252785.txt', 0.6398590207099915)"
1084814,"('output_422143.txt', 0.5578039884567261)"
1084814,"('output_16027.txt', 0.5420709252357483)"
1084814,"('output_223450.txt', 0.5340267419815063)"
1084814,"('output_168275.txt', 0.5158458352088928)"
1084814,"('output_458041.txt', 0.504303514957428)"
1084814,"('output_348784.txt', 0.49673736095428467)"
1084814,"('output_372234.txt', 0.474995493888855)"
1084814,"('output_180557.txt', 0.46713507175445557)"
1084814,"('output_297634.txt', 0.46639853715896606)"
1084814,"('output_182309.txt', 0.46238961815834045)"
1084769,"('output_484900.txt', 0.55350661277771)"
1084769,"('output_241561.txt', 0.5443443655967712)"
1084769,"('output_371924.txt', 0.538056492805481)"
1084769,"('output_498181.txt', 0.5368532538414001)"
1084769,"('output_75355.txt', 0.5342941284179688)"
1084769,"('output_122265.txt', 0.5331636667251587)"
1084769,"('output_441747.txt', 0.5300643444061279)"
1084769,"('output_119565.txt', 0.5286465883255005)"
1084769,"('output_383505.txt', 0.5275219678878784)"
1084769,"('output_438960.txt', 0.5267423391342163)"
1084755,"('output_236410.txt', 0.6173352003097534)"
1084755,"('output_96838.txt', 0.5979810953140259)"
1084755,"('output_418459.txt', 0.5817620754241943)"
1084755,"('output_159062.txt', 0.5758367776870728)"
1084755,"('output_7751.txt', 0.5429086685180664)"
1084755,"('output_168529.txt', 0.5345616340637207)"
1084755,"('output_356254.txt', 0.5247990489006042)"
1084755,"('output_386299.txt', 0.5208421349525452)"
1084755,"('output_63313.txt', 0.5199234485626221)"
1084755,"('output_86027.txt', 0.5102782845497131)"
1084722,"('output_132194.txt', 0.6285364627838135)"
1084722,"('output_330723.txt', 0.5778839588165283)"
1084722,"('output_6218.txt', 0.5634737014770508)"
1084722,"('output_485222.txt', 0.5602821111679077)"
1084722,"('output_227055.txt', 0.5589336156845093)"
1084722,"('output_478570.txt', 0.5531493425369263)"
1084722,"('output_18284.txt', 0.5247412919998169)"
1084722,"('output_283629.txt', 0.5222446918487549)"
1084722,"('output_245868.txt', 0.5098053216934204)"
1084722,"('output_298090.txt', 0.5082962512969971)"
1084713,"('output_48223.txt', 0.48923197388648987)"
1084713,"('output_455218.txt', 0.4878455102443695)"
1084713,"('output_242352.txt', 0.4860342741012573)"
1084713,"('output_408396.txt', 0.481623113155365)"
1084713,"('output_487681.txt', 0.4805947244167328)"
1084713,"('output_260920.txt', 0.4802546501159668)"
1084713,"('output_290921.txt', 0.47921207547187805)"
1084713,"('output_335257.txt', 0.4782540202140808)"
1084713,"('output_81437.txt', 0.4757055640220642)"
1084713,"('output_343313.txt', 0.4712105989456177)"
1084712,"('output_455218.txt', 0.6374697685241699)"
1084712,"('output_260920.txt', 0.5617709755897522)"
1084712,"('output_81437.txt', 0.5414263606071472)"
1084712,"('output_82679.txt', 0.5394991040229797)"
1084712,"('output_44458.txt', 0.5366173982620239)"
1084712,"('output_242352.txt', 0.5355896949768066)"
1084712,"('output_392812.txt', 0.5184990167617798)"
1084712,"('output_78202.txt', 0.5150935649871826)"
1084712,"('output_335257.txt', 0.5128335952758789)"
1084712,"('output_131252.txt', 0.5121588110923767)"
1084686,"('output_298912.txt', 0.7211049795150757)"
1084686,"('output_220067.txt', 0.6580861806869507)"
1084686,"('output_444484.txt', 0.6287201642990112)"
1084686,"('output_71233.txt', 0.62577885389328)"
1084686,"('output_58464.txt', 0.6138670444488525)"
1084686,"('output_12325.txt', 0.6042385697364807)"
1084686,"('output_374832.txt', 0.6037673354148865)"
1084686,"('output_446113.txt', 0.6031270027160645)"
1084686,"('output_345004.txt', 0.5975413918495178)"
1084686,"('output_166867.txt', 0.5799049139022827)"
1084603,"('output_378724.txt', 0.7363905906677246)"
1084603,"('output_335132.txt', 0.7297841310501099)"
1084603,"('output_450099.txt', 0.7236063480377197)"
1084603,"('output_493917.txt', 0.7174149751663208)"
1084603,"('output_271225.txt', 0.7113525867462158)"
1084603,"('output_493534.txt', 0.7084640264511108)"
1084603,"('output_141323.txt', 0.7084054946899414)"
1084603,"('output_284941.txt', 0.6953399181365967)"
1084603,"('output_58924.txt', 0.6898660063743591)"
1084603,"('output_395649.txt', 0.6802118420600891)"
1084582,"('output_147824.txt', 0.5049930810928345)"
1084582,"('output_104224.txt', 0.4837966561317444)"
