Query Number,Doc ID
1090399,1018
1090399,900
1090399,991
1090399,77
1090399,1045
1090399,603
1090399,1512
1090399,634
1090399,159
160312,1437
160312,300
160312,183
160312,285
160312,943
160312,1020
160312,112
160312,1431
160312,1249
160312,636
100250,700
100250,79
100250,815
100250,834
100250,675
100250,1546
100250,1365
100250,1547
100250,1112
100250,804
243761,1512
243761,1227
243761,109
243761,701
243761,1104
243761,1440
243761,1054
243761,1064
243761,869
243761,1074
